engine,lr_mae,lr_rmse,rf_mae,rf_rmse
pandas,0.924932498831106,1.0666984445350762,8.072417541603517,2.481043041556241
polars,0.924932498831106,1.0666984445350762,8.072417541603516,2.481043041556241
